username,userid,profile_location,created_at,text,retweet_count,source,coordinates
ben,17325529,"Alexandria, VA",2023-01-22 17:49:59,They let Golden Balls into the stadium too!? Jesus fucking Christ gang,0,Twitter Web App,
Jahnelle,931813598715883520,"Landover, MD",2023-01-22 17:21:00,@PhilosophyEthic If they truly love eachother it will work but they do have to see eachother at some point tho caus… https://t.co/ZDwlSV5wVb,0,Twitter Web App,
Calvary Hill,3798155128,"Fairfax, VA",2023-01-22 17:05:10,You cannot have your own version of Christianity. The only version is Jesus' version that involves love which inclu… https://t.co/FtoueMUi72,0,Twitter Web App,
David Yocis,794220108,"Alexandria, VA",2023-01-22 16:49:53,"@WeilToGo @B_Goodness “God is a consuming fire” - I think means God’s judgment consumes everything false, everythin… https://t.co/VScGqYBcN7",0,Twitter for iPhone,
Brendan Pulsford,320256502,"Washington, DC",2023-01-22 16:48:42,God I hate Manchester United,0,Twitter Web App,
Matthew Poole,1501346974649384965,"Washington, USA",2023-01-22 16:47:48,"Loving to do things for the Lord was caught, because of my father. Thankful for men like Ralph Poole who choose to… https://t.co/xIRp6Oj2LI",0,Twitter for iPhone,
Steven Thomas,792758674783604736,"Washington, USA",2023-01-22 16:45:57,@EugenesioN @Pontifex What he is saying is that no matter who you are. God’s love is for you. He is agreeing with you,0,Twitter for iPhone,
Christian love without politics. John 4:20,1289021744230084608,"Brentwood,TN",2023-01-22 16:45:29,@FollowJesusWord It never once say I love you either. Deuteronomy 20:13-15  Kill all the men and boys in the cities… https://t.co/rbX7GErM7x,0,Twitter for iPhone,
Joseph Miller,751048130339205120,"Washington, DC",2023-01-22 16:30:41,@mkkaonly @RichardGrenell You are a fake Christian! You want people to believe so but your posts tell a different s… https://t.co/W2xYBupzAY,0,Twitter for iPhone,
Uncle Tifa - Tail #N628TS,27747752,"Wheaton, MD",2023-01-22 16:22:52,"@bobscartoons Please, for the love of God, take a motherfcuking Biology course, man",0,Twitter for Android,
Joseph Richard,4275241108,"Washington, DC",2023-01-22 16:09:14,@julienries13 @areyousurebruv @henryjkwallis god became incarnate and revealed the actual meaning of the Old Testam… https://t.co/c3Ob79KzwG,0,Twitter for iPhone,
Joseph Richard,4275241108,"Washington, DC",2023-01-22 16:03:16,@julienries13 @areyousurebruv @henryjkwallis the only hermeneutic lens of worth for a Christian is the tangible per… https://t.co/PG01bcqLCl,0,Twitter for iPhone,
Joseph Richard,4275241108,"Washington, DC",2023-01-22 15:44:36,"@areyousurebruv @henryjkwallis yeah it is
we worship Jesus Christ, not an abstraction of arbitrary power and monarchical authority",0,Twitter for iPhone,
Advocates for Youth,109663580,"Washington, DC",2023-01-22 15:35:11,"Abortion liberation is more than keeping abortion legal; it’s about access, freedom, equality, and justice.  We dem… https://t.co/xlM60pxcD0",1,Hootsuite Inc.,
WHJS Radio,1513500737887682561,"Washington, DC",2023-01-22 15:23:50,O.V. Wright - God Blessed Our Love,0,Radio.co now playing,
FounderChurch=TRUMP-I'm FC & This Is My World,206008731,Washington=Trump City FCPORTAL,2023-01-22 15:16:20,@CapitalBapVA. Love you Pastor Steve where I learned about your book BOD FOR GOD,0,Twitter for Android,
AhabTheGamer,1199724752644005889,Washington D.C. USA,2023-01-22 15:15:54,@MatthewCappucci Good god this is the first time you’ve had an eggs Benny?! Welcome to the other side my friend! Absolutely love bennies!,0,Twitter for iPhone,
Dominic Schwab,832723835761811457,"Tucson, AZ",2023-01-22 15:15:39,"Jesus Founded A Mighty Mansion Of Love Upon This Earth,InHonor Of Our Father!
Proven By Enduring For Over 2,000 Yea… https://t.co/1TczF3fbkn",0,Twitter for Android,
J.S. Bailey,1064295540916191233,"Washington, DC",2023-01-22 15:12:38,"@TouTou__5 He had a groove in him that just had to get out!

Love you, Joe! Hoping to see lots more of you on the court. God bless you.",0,Twitter for iPad,
THE VOICE,745029944523239424,"Washington, DC",2023-01-22 15:10:04,I never questioned $5k and a chance to do what I love. Sounds like a sign from God to me lol https://t.co/HweMw4C4ir,1,Twitter for iPhone,
Memes 4 God,1348258901976887296,"Washington, DC",2023-01-22 15:09:47,@SisandaQ This is giving me “honor your mother and father” love it. God bless the both of you!!!,0,Twitter for iPhone,
Moni Sengupta #KHive #SussexSquad ❤️💜ᵗᵏ 𐤀,298612708,"Washington, DC",2023-01-22 15:03:29,@ask_aubry Christ Jesus. This woman should have been in handcuffs at the school.,2,Twitter for iPhone,
Carolina Church,477778815,"Fort Washington, MD",2023-01-22 15:00:36,"Because of the blood of Jesus Christ, we are no longer bound by our past!🙌 Your sin does not define you anymore. Yo… https://t.co/yKCgKvF9OM",0,Agorapulse app,
Dominic Schwab,832723835761811457,"Tucson, AZ",2023-01-22 15:00:27,"Thats Right, We Are Gog's AI's, Who Exist In Gog's (God Of god's) Mind, And We Enjoy All Of The Possibilities Of Li… https://t.co/c1tmDHcpZX",0,Twitter for Android,
Navy Veteran,1346908554263891969,"Washington, DC",2023-01-22 14:56:02,@RonnyJacksonTX Jesus Christ you guys lie 6 days a week then bring in the big lie on sundays. Evil evil people you are.,1,Twitter for iPhone,
Memes 4 God,1348258901976887296,"Washington, DC",2023-01-22 14:54:49,@GaryGnu66274907 I encourage you to seek God more than anything! He has the answers to all your questions! Another… https://t.co/LqoHLnNoxR,0,Twitter for iPhone,
Lisa 11:11,34652645,The Other Washington,2023-01-22 14:53:35,This kid is getting his little nads removed tomorrow! I can’t wait. He’s a wild child right now that wants to eithe… https://t.co/fbDlluomRV,1,Twitter for iPad,
Dominic Schwab,832723835761811457,"Tucson, AZ",2023-01-22 14:51:36,Jesus United By Proclaiming The Glory Of His Heavenly Father Over And Over! By Doing So Jesus Brought  Awareness Of… https://t.co/guIPLQJSox,0,Twitter for Android,
dani 🦋✨,3407043911,"Washington, DC",2023-01-22 14:47:14,"@mlfenjoyer okay i need every sex/love scene between them like this, without the background music, my GOD. 🥵🥵🥵🥵",0,Twitter for iPhone,
S,99845304,"Washington, DC",2023-01-22 14:41:52,Thanks For The Love God,0,Twitter for iPhone,
𝒟𝑒'𝒱𝒾𝓃𝒸 𝐵𝒶𝒾𝓁𝑒𝓎 -𝒾𝓃𝓉𝓇𝒾𝒸𝒶𝓇𝓈𝒾,1294637831697190912,"Washington DC, USA ",2023-01-22 14:32:40,"All God fearing whores have these futures. Dicks love them...let's call the condition, 'prince complex'. https://t.co/aCntirvcgh",0,Twitter for Android,
PatriciaFawcett,2996994098,"Gaithersburg, MD",2023-01-22 14:31:26,"@CatholicLeague Every time you post trash like this, more people turn away from organized religion. What people cal… https://t.co/gEIqLknArW",0,Twitter for iPhone,
Memes 4 God,1348258901976887296,"Washington, DC",2023-01-22 14:29:06,"@AartMaud @pastorjgkell The church is the bride of Jesus, she is not perfect and Jesus is always cleansing her. I e… https://t.co/dq6NgEwdy6",0,Twitter for iPhone,
Dominic Schwab,832723835761811457,"Tucson, AZ",2023-01-22 14:25:19,"When Gog, Saw What Lucifer Had Done, He Already Knew, Because We All Exist In Gog's Mind(God of god's Mind), As All… https://t.co/3N9V5zCNL7",0,Twitter for Android,
𝒟𝑒'𝒱𝒾𝓃𝒸 𝐵𝒶𝒾𝓁𝑒𝓎 -𝒾𝓃𝓉𝓇𝒾𝒸𝒶𝓇𝓈𝒾,1294637831697190912,"Washington DC, USA ",2023-01-22 14:10:05,"😅🤣😂

Blue eyed Jewish Christ saved him. Ya know he Loves them all. Unlimited forgiveness and he has one more future… https://t.co/XS7u9kOllf",0,Twitter for Android,
Winston,1533269774037286914,"Washington, DC",2023-01-22 14:05:38,@JustinTrudeau How come only you can live a lavish lifestyle?! YOU ARE A MODERN DAY SLAVE OWNER YOU POS! F U F U F… https://t.co/h3KZbKRSw7,0,Twitter for iPhone,
𝒟𝑒'𝒱𝒾𝓃𝒸 𝐵𝒶𝒾𝓁𝑒𝓎 -𝒾𝓃𝓉𝓇𝒾𝒸𝒶𝓇𝓈𝒾,1294637831697190912,"Washington DC, USA ",2023-01-22 13:59:41,I have no problem with God-fearing drag-queens. Jesus loves them all. Blue eyed Jewish Christ would have been a Com… https://t.co/6yEyFIboaF,0,Twitter for Android,
PrettyChickLiz👑,1590279801067405315,"Washington, USA",2023-01-22 13:55:27,"@TamiRoman It depends on the relationship and what it’s built on.  IMO, if the foundation of the relationship is bu… https://t.co/8g0hNSB56z",0,Twitter for iPhone,
Mr. Bob Dobalina,395634586,The State of Washington ,2023-01-22 13:43:15,@falloutplays Why do y'all want everything to be a chore? Jesus Christ. You all miss the point that everyone doesn'… https://t.co/7f2GCbi6ir,0,Twitter for Android,
Desmond Coverley,246595715,"Silver Spring, Maryland, USA",2023-01-22 13:41:17,"""ARE YOU 'THAT' PERSON FOR GOD?"" https://t.co/87npy2fhTj via @YouTube 
https://t.co/87npy2fhTj

HAVE A BLESSED DAY… https://t.co/JiWtTJLekn",0,Twitter Web App,
Desmond Coverley,246595715,"Silver Spring, Maryland, USA",2023-01-22 13:22:46,"Be Blessed in Jesus Christ our LORD AND SAVIOR. Love, Brother Des. https://t.co/s0D6naNGl9",0,Twitter for iPhone,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-22 13:15:12,Chevell Franklyn    - Jesus I love you,0,Radio.co now playing,
Lucinda arrington,986173156099534848,"Alexandria, VA",2023-01-22 13:11:35,AMEN HALLELUJAH THANK you JESUS CHRIST AMEN https://t.co/tsTgX5bSR4,0,Twitter for Android,
Teresa Grant,157300185,"Washington, DC",2023-01-22 13:09:25,@butterpecan63 today one of my sisters and favorite Sorors is preaching her first sermon. She will be amazing and g… https://t.co/DIkuiEjGuk,0,Twitter for iPhone,
TERCERO,1501261461099851783,"Rockville, MD",2023-01-22 13:08:52,"@JJ08061874 As long as Christ isn’t your Lord, you’ll never understand that ever since America started to push God… https://t.co/hxF2IlHKJ2",0,Twitter for iPhone,
Evie Chhetry,1586509419139022848,"Washington, DC",2023-01-22 13:05:03,I love this game of life. My new years resolution is to never speak if I'm not spoken for and to always tell the tr… https://t.co/QKyJooL0Mn,0,Twitter for iPhone,
Catholic Apostolate Center,392904459,"Washington, D.C.",2023-01-22 13:01:29,Join the Catholic Apostolate Center in commemorating the #FeastDay of St. Vincent Pallotti | St. Vincent Pallotti f… https://t.co/de8hEKFwzy,1,LaterMedia,
LDS_Believer,2573062871,"Alexandria, Virginia",2023-01-22 12:47:25,"“Having prophets is a sign of God’s love for His children.” ~ Elder Ulisses Soares

#TrustGod #ShareGoodness… https://t.co/tgflPAMXmH",11,Twitter for iPad,
Nikki Saulo,898945331295072257,"Suitland, MD",2023-01-22 12:45:14,@Pastor__West With GOD I'm going to Win &amp; Manifested All. I can do all things through Christ who Strengthen me amen… https://t.co/yqCPuIkEXm,0,Twitter for Android,
Manni Milli,30762034,"Washington, DC",2023-01-22 12:44:08,"@raphousetv2 Yahweh was testing her love and loyalty, and he knows if it ever gets difficult, she’ll just leave ont… https://t.co/0u9smcvRB2",0,Twitter for iPhone,
Solid Rock,822822879276503040,"Capitol Heights, MD",2023-01-22 12:19:30,"Join us for our Sunday Morning Service at 10:00 a.m.  We are located at 7711 Walker Mill Drive Capitol Heights, Md.… https://t.co/LFGu7yfY1H",0,Restream.io,
Pender UMC,42817199,"Fairfax, VA",2023-01-22 11:30:10,"Dear friends, since God so loved us, we also ought to love one another. ~ 1 John 4:11 https://t.co/UpV4qV0xvl https://t.co/qg13uyNKzT",0,SocialPilot.co,
patterns: “SYZZURRP IS WHITE WOMAN DRUGS STOP IT!”,1111044331954163713,"Washington, DC",2023-01-22 11:27:43,VACCINES HE MEANS VACCINES JESUS CHRIST. https://t.co/tHt843H7HM,0,Twitter for iPhone,
yoruichi shihōin,1192591630899073024,"Washington, DC",2023-01-22 10:56:54,@cutslikemine level of grace that we show other believers may vary but this girl seems like she needs true delivera… https://t.co/a8TvAFgZh5,0,Twitter Web App,
Julie Shiflett,1596478127357714434,,2023-01-22 10:48:06,@saras76 So angry and bitter😢perhaps a break from Twitter will help you refocus on the things in life that really m… https://t.co/33yMFJ0PnE,0,Twitter for iPhone,
Crusky,19915875,"Arlington, VA",2023-01-22 10:45:59,@cmclymer This is embarrassing. God doesn’t judge. Where is the love others? The hate in religion was put there by humans not God.,0,Twitter for iPhone,
damon carter,935480472,,2023-01-22 10:37:22,@Fact Speak about Jesus Christ,0,Twitter for Android,
♥️ Queen Buttercup Speaks ♥️,2345096494,"Maryland, USA",2023-01-22 10:32:47,"Dear MAGA loving Jesus fans,

Get to church a bit earlier. Not cool to love guns more than Jesus. He would have sai… https://t.co/nB7gkcckEZ",0,Twitter for iPhone,
♥️ Queen Buttercup Speaks ♥️,2345096494,"Maryland, USA",2023-01-22 10:17:53,"If Elon is on Twitter, you’ll mainly see Jesus chit chat with Democrats. I don’t mean jesus; I mean Jesus, the whol… https://t.co/Mv6vz2uzei",0,Twitter for iPhone,
♥️ Queen Buttercup Speaks ♥️,2345096494,"Maryland, USA",2023-01-22 10:13:04,"Sunday Sermon:

Jesus, in His correct self; He doesn’t think He’s a country song. He’s not a regional music taste,… https://t.co/TIKxTc4GZP",0,Twitter for iPhone,
Spin Wax Events and Radio,900851887867613185,"Washington, DC",2023-01-22 09:45:54,Common - God Is Love (feat. Leon Bridges &amp; Jonathan McReynolds),0,Radio.co now playing,
GT,703641320,"Washington, DC",2023-01-22 07:57:42,"@OrigamiShooter @OpLibertas Oh, “Florida cites.” I mean, if the DeSantis administration claims it’s CRT, then it MU… https://t.co/cLgrQDXrsS",0,Twitter for iPhone,
BoredSoloDev,1599156805216915457,"Washington, USA",2023-01-22 07:11:59,"JESUS CHRIST IM SO HAPPY

I also feel really dumb, but I CAN DO THIS LETS GOOOOO

#Android #devlopment #solodev… https://t.co/VnXU7zUmiW",0,Twitter Web App,
The Cup,1638508782,"Lanham, MD",2023-01-22 07:02:29,Jimmy Russell &amp; BOC (Because Of Christ) - When Jesus Comes https://t.co/d7BGbKDET8,0,WBGRCUP Playlist,
👑Virgo Queen,1565645378145361921,"Washington, DC",2023-01-22 06:42:59,I’m not ashamed to admit I love GOD b/c without him I’am NOTHING!,0,Twitter for iPhone,
Mohamed E. Dahman,1488350294379540482,Alexandria VA USA,2023-01-22 06:25:44,"The only thing I know. For sure, Jesus came to teach us how to love each other. That's what I like about it. Being… https://t.co/VlrDhy2hjo",0,Twitter Web App,
Kyky🧚🏽‍♀️,1148363413321584640,"Washington, DC",2023-01-22 06:17:31,Stop getting these ugly ass tattoos please for the love of god,0,Twitter for iPhone,
𒉭 Garbage ass Raven's,1220529390867701760,MARYLAND,2023-01-22 06:11:52,50-44 Jesus Christ ain see a title fight that one sided in a minute,0,Twitter for iPhone,
Rev Lucretia Mann PhD,895150846958120960,"Alexandria, VA",2023-01-22 06:02:24,"@br_dley1 you who have tried to follow Jesus, and you who have failed;
Come—not because the Church invites you—
It… https://t.co/6iDeGvtJbS",0,Twitter for iPhone,
